cluster,keyword,scope,volume_db,gsc_impressions,gsc_clicks,gsc_avg_pos,tracked_pos,best_pos,aio_on_serp,status,landing_or_target,peak_month,action
C Species pages,bolet peu de rata,ca,,5,0,61.4,,61.4,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,cep (bolet),ca,,5,0,6.6,,6.6,False,page 1 (4-10),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,moixero bolet,ca,,5,0,15.8,,15.8,False,striking (11-20),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,rovello de cabra,ca,,5,0,5,,5,False,page 1 (4-10),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,siureny,ca,,5,0,9,,9,False,page 1 (4-10),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,sep bolet,ca,,5,0,24.6,,24.6,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,fredolic metzinós diferències,ca,0,4,0,5.5,4,4,True,page 1 (4-10),/compare/fredolic-vs-fredolic-metzinos,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,rovelló de cabra comestible,ca,0,4,0,8.5,9,8.5,False,page 1 (4-10),/compare/rovello-vs-rovello-de-cabra,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,apagallums confusions,ca,,4,0,23.2,,23.2,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,bolet de bou,ca,,4,0,48.2,,48.2,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,bolet fredolic,ca,,4,0,53,,53,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,molleric bolet,ca,,4,0,28.5,,28.5,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,pet de llop bolet,ca,,4,0,10.5,,10.5,False,striking (11-20),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,tipos de ceps,ca,,4,0,55,,55,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,girgola,ca,0,3,0,53.3,20,20,False,striking (11-20),/bolets/girgola,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,apagallums bolet comestible,ca,,3,0,54.3,,54.3,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,apagallums toxic,ca,,3,0,24.7,,24.7,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,carlet vermell,ca,,3,0,22,,22,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,carreretes bolets,ca,,3,0,57,,57,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,cep boletus,ca,,3,0,49.3,,49.3,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,fredolics bolets,ca,,3,0,22.7,,22.7,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,la llanega,ca,,3,0,74,,74,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,marçots,ca,,3,0,52,,52,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,moixerons,ca,,3,0,11,,11,False,striking (11-20),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,pinetell bolet,ca,,3,0,13.3,,13.3,False,striking (11-20),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,ramaria aurea,ca,,3,0,40,,40,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,rusiñol bolet,ca,,3,0,47,,47,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,murgoles,ca,0,2,0,91.5,,91.5,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,camasecs,ca,0,2,0,30.5,,30.5,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,bolets vermells,ca,0,2,0,50,,50,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,múrgola bolet de greix diferències,ca,0,2,0,4,2,2,True,owned (1-3),/compare/murgola-vs-bolet-greix,,"Defend: answer-first block, freshness, AIO citation check"
C Species pages,bolet camagroc,ca,,2,0,9.5,,9.5,False,page 1 (4-10),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,bolet mataparents,ca,,2,0,42,,42,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,bolet ou de reig,ca,,2,0,65,,65,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,bolet pet de llop,ca,,2,0,10,,10,False,page 1 (4-10),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,bolets peus de rata,ca,,2,0,24,,24,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,boletus reticulado,ca,,2,0,71.5,,71.5,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,cep bolet confusio,ca,,2,0,21.5,,21.5,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,el pet de llop,ca,,2,0,10.5,,10.5,False,striking (11-20),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,greixa bolet,ca,,2,0,6.5,,6.5,False,page 1 (4-10),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,inocibe,ca,,2,0,10,,10,False,page 1 (4-10),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,llora bolet,ca,,2,0,12,,12,False,striking (11-20),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,parts del cep,ca,,2,0,20,,20,False,striking (11-20),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,peu de rata bolet,ca,,2,0,49,,49,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,peus de rata,ca,,2,0,1,,1,False,owned (1-3),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Defend: answer-first block, freshness, AIO citation check"
C Species pages,picornell bolet,ca,,2,0,35.5,,35.5,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,pimpinela morada,ca,,2,0,29,,29,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,pinetell molleric,ca,,2,0,44,,44,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,rossinyol de pi,ca,,2,0,82,,82,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,rovellat,ca,,2,0,55.5,,55.5,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,rovello de sang,ca,,2,0,24.5,,24.5,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,suillus granulatus comestible,ca,,2,0,81,,81,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,tipus de ceps comestibles,ca,,2,0,18,,18,False,striking (11-20),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,moixernons de tardor,ca,,2,0,29,,29,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,seps bolet,ca,,2,0,59.5,,59.5,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,rovellons catalunya,ca,,1,0,8,,8,False,page 1 (4-10),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,tofona,ca,0,0,0,,,,False,not ranking / untracked,/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Create page (or add to tracking if page exists)
C Species pages,murgola,ca,0,1,0,23,,23,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,sureny fosc,ca,0,0,0,,,,False,not ranking / untracked,/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Create page (or add to tracking if page exists)
C Species pages,pebrasso,ca,0,0,0,,,,False,not ranking / untracked,/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Create page (or add to tracking if page exists)
C Species pages,llora,ca,0,0,0,,,,False,not ranking / untracked,/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Create page (or add to tracking if page exists)
C Species pages,cigró bolet,ca,0,0,0,,,,False,not ranking / untracked,/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Create page (or add to tracking if page exists)
C Species pages,cama sec,ca,0,1,0,57,,57,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,inocibe de Patouillard,ca,0,0,0,,20,20,False,striking (11-20),/bolets/inocibe-de-patouillard,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,galerina marginada,ca,0,0,0,,,,False,not ranking / untracked,/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Create page (or add to tracking if page exists)
C Species pages,lepiota mortal,ca,0,0,0,,,,False,not ranking / untracked,/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Create page (or add to tracking if page exists)
C Species pages,adaptació de ceps segons el terreny,ca,,1,0,11,,11,False,striking (11-20),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,bolet blanc comestible,ca,,1,0,62,,62,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,bolet carlet,ca,,1,0,43,,43,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,bolet greixa,ca,,1,0,49,,49,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,bolet pebras,ca,,1,0,75,,75,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,bolet sabatera,ca,,1,0,46,,46,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,bolets blancs comestibles,ca,,1,0,89,,89,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,bolets camagrocs,ca,,1,0,45,,45,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,bolets llengua de bou,ca,,1,0,34,,34,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,cal carlets,ca,,1,0,72,,72,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,cama secs,ca,,1,0,11,,11,False,striking (11-20),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,cep azul,ca,,1,0,13,,13,False,striking (11-20),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Refresh page: title/H1 match, add section, links from hubs"
C Species pages,cep foto,ca,,1,0,9,,9,False,page 1 (4-10),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,cep habitat,ca,,1,0,3,,3,False,owned (1-3),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Defend: answer-first block, freshness, AIO citation check"
C Species pages,cepes mushrooms,ca,,1,0,70,,70,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,ceps boletus,ca,,1,0,72,,72,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,ceps mushroom,ca,,1,0,68,,68,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,cualbra llora,ca,,1,0,34,,34,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,escarlet bolet,ca,,1,0,49,,49,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,galerinas,ca,,1,0,62,,62,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,inocybe patouillardii,ca,,1,0,69,,69,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,l ou de reig,ca,,1,0,73,,73,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,l'apagallums,ca,,1,0,10,,10,False,page 1 (4-10),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,llanega blanca confusión,ca,,1,0,73,,73,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,llengua de gat bolet,ca,,1,0,98,,98,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,lleterola que es,ca,,1,0,31,,31,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,mataparents bolet,ca,,1,0,32,,32,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,moixernons de sant miquel,ca,,1,0,76,,76,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,pet de llop es comestible,ca,,1,0,21,,21,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,pet de monja bolet,ca,,1,0,48,,48,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,peu de perdiu,ca,,1,0,43,,43,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,peus de rata bolets,ca,,1,0,9,,9,False,page 1 (4-10),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,"Push to top-3: internal links, snippet, answer-first block"
C Species pages,pota de perdiu bolet,ca,,1,0,33,,33,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,reig bolet,ca,,1,0,50,,50,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,rossinyols de pi,ca,,1,0,87,,87,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,rovell,ca,,1,0,80,,80,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,sureny bolet,ca,,1,0,62,,62,False,buried (>50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,New/rebuilt page
C Species pages,trompeta da morte,ca,,1,0,50,,50,False,weak (21-50),/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Rework: dedicated page or template upgrade
C Species pages,moixernons de primavera,ca,0,0,0,,,,False,not ranking / untracked,/bolets/<slug>: upgrade compact fitxes; NEW fitxes for missing species,,Create page (or add to tracking if page exists)
C2 Scientific names,boletus edulis,es-wide,3200,1,0,17,,17,False,striking (11-20),/bolets/<slug> (scientific name in title/H1 alt),10,"Refresh page: title/H1 match, add section, links from hubs"
C2 Scientific names,amanita phalloides,es-wide,3200,0,0,,,,False,not ranking / untracked,/bolets/<slug> (scientific name in title/H1 alt),10,Create page (or add to tracking if page exists)
C2 Scientific names,craterellus cornucopioides,es-wide,590,0,0,,,,False,not ranking / untracked,/bolets/<slug> (scientific name in title/H1 alt),02,Create page (or add to tracking if page exists)
C2 Scientific names,cantharellus lutescens,es-wide,590,0,0,,,,False,not ranking / untracked,/bolets/<slug> (scientific name in title/H1 alt),05,Create page (or add to tracking if page exists)
C2 Scientific names,tricholoma portentosum,es-wide,480,0,0,,,,False,not ranking / untracked,/bolets/<slug> (scientific name in title/H1 alt),04,Create page (or add to tracking if page exists)
C2 Scientific names,russula virescens,es-wide,480,2,0,85,,85,False,buried (>50),/bolets/<slug> (scientific name in title/H1 alt),01,New/rebuilt page
C2 Scientific names,tricholoma pardinum,es-wide,390,0,0,,,,False,not ranking / untracked,/bolets/<slug> (scientific name in title/H1 alt),12,Create page (or add to tracking if page exists)
C2 Scientific names,lepiota brunneoincarnata,es-wide,390,1,0,66,,66,False,buried (>50),/bolets/<slug> (scientific name in title/H1 alt),10,New/rebuilt page
C2 Scientific names,hygrophorus latitabundus,es-wide,320,3,0,75.7,,75.7,False,buried (>50),/bolets/<slug> (scientific name in title/H1 alt),10,New/rebuilt page
C2 Scientific names,boletus edulis en catalan,ca,40,1,0,49,,49,False,weak (21-50),/bolets/<slug> (scientific name in title/H1 alt),10,Rework: dedicated page or template upgrade
C2 Scientific names,inocybe de patouillard,ca,,38,0,42.8,,42.8,False,weak (21-50),/bolets/<slug> (scientific name in title/H1 alt),,Rework: dedicated page or template upgrade
C2 Scientific names,lactarius sanguifluus,es-wide,10,0,0,,,,False,not ranking / untracked,/bolets/<slug> (scientific name in title/H1 alt),10,Create page (or add to tracking if page exists)
C2 Scientific names,lactarius deliciosus,es-wide,10,0,0,,,,False,not ranking / untracked,/bolets/<slug> (scientific name in title/H1 alt),10,Create page (or add to tracking if page exists)
C2 Scientific names,cantharellus cibarius,es-wide,10,0,0,,,,False,not ranking / untracked,/bolets/<slug> (scientific name in title/H1 alt),10,Create page (or add to tracking if page exists)
C2 Scientific names,boletus reticulatus,es-wide,10,5,0,82.6,,82.6,False,buried (>50),/bolets/<slug> (scientific name in title/H1 alt),10,New/rebuilt page
C2 Scientific names,amanita verna,es-wide,10,1,0,93,,93,False,buried (>50),/bolets/<slug> (scientific name in title/H1 alt),10,New/rebuilt page
C2 Scientific names,hygrophorus russula,ca,,1,0,44,,44,False,weak (21-50),/bolets/<slug> (scientific name in title/H1 alt),,Rework: dedicated page or template upgrade
D Weather & timing,radar meteocat,noise,673000,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,03,Create page (or add to tracking if page exists)
D Weather & timing,meteocat radar,noise,550000,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,03,Create page (or add to tracking if page exists)
D Weather & timing,radar pluja,noise,5400,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,09,Create page (or add to tracking if page exists)
D Weather & timing,on plou ara a catalunya,es-wide,590,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,08,Create page (or add to tracking if page exists)
D Weather & timing,mapa precipitacions catalunya,es-wide,390,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,10,Create page (or add to tracking if page exists)
D Weather & timing,mapa pluja catalunya,es-wide,170,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,12,Create page (or add to tracking if page exists)
D Weather & timing,quants dies després de ploure surten els bolets,ca,0,54,0,50.1,8,8,True,page 1 (4-10),/quan-surten-els-bolets-despres-de-ploure,,"Push to top-3: internal links, snippet, answer-first block"
D Weather & timing,quan surten els rovellons,ca,0,33,0,62.9,,62.9,False,buried (>50),/,,New/rebuilt page
D Weather & timing,temps de bolets,ca,20,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,10,Create page (or add to tracking if page exists)
D Weather & timing,radar pluja catalunya,es-wide,10,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,10,Create page (or add to tracking if page exists)
D Weather & timing,bolets després de ploure,ca,0,5,0,12.2,6,6,True,page 1 (4-10),/quan-surten-els-bolets-despres-de-ploure,,"Push to top-3: internal links, snippet, answer-first block"
D Weather & timing,quan surten els bolets després de ploure,ca,0,2,0,6,10,6,True,page 1 (4-10),/quan-surten-els-bolets-despres-de-ploure,,"Push to top-3: internal links, snippet, answer-first block"
D Weather & timing,temperatura bolets,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,quan surten les múrgoles,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,quan surten les llenegues,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,quan surten els moixernons,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,quan surten els fredolics,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,quan surten els ceps,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,quan surten els camagrocs,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,quan surten els bolets,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,lluna i bolets,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,humitat bolets,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,gelada bolets,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,bolets sequera,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
D Weather & timing,bolets lluna plena,ca,0,0,0,,,,False,not ranking / untracked,NEW /pluja-i-bolets + /quan-surten-els-bolets-despres-de-ploure,,Create page (or add to tracking if page exists)
E Season & calendar,temporada de bolets,ca,50,86,2,24.5,6,6,True,page 1 (4-10),/temporada/febrer,10,"Push to top-3: internal links, snippet, answer-first block"
E Season & calendar,bolets de primavera,ca,0,81,1,32.3,7,7,False,page 1 (4-10),/bolets-de-primavera,,"Push to top-3: internal links, snippet, answer-first block"
E Season & calendar,temporada de bolets catalunya,ca,0,56,1,19.6,2,2,True,owned (1-3),/temporada,,"Defend: answer-first block, freshness, AIO citation check"
E Season & calendar,temporada rovellons,ca,30,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",12,Create page (or add to tracking if page exists)
E Season & calendar,temporada de rovellons,ca,20,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",10,Create page (or add to tracking if page exists)
E Season & calendar,temporada bolets,ca,20,15,0,6.8,,6.8,False,page 1 (4-10),"/temporada, /temporada/<mes>, season guides",10,"Push to top-3: internal links, snippet, answer-first block"
E Season & calendar,bolets catalunya 2026,ca,0,21,2,9.2,,9.2,False,page 1 (4-10),"/temporada, /temporada/<mes>, season guides",,"Push to top-3: internal links, snippet, answer-first block"
E Season & calendar,rovellons temporada,ca,,13,0,12.9,,12.9,False,striking (11-20),"/temporada, /temporada/<mes>, season guides",,"Refresh page: title/H1 match, add section, links from hubs"
E Season & calendar,bolets d'estiu catalunya,ca,0,10,0,3.4,4,3.4,True,page 1 (4-10),/bolets-d-estiu,,"Push to top-3: internal links, snippet, answer-first block"
E Season & calendar,temporada de bolets a catalunya,ca,,5,0,3.2,,3.2,False,page 1 (4-10),"/temporada, /temporada/<mes>, season guides",,"Push to top-3: internal links, snippet, answer-first block"
E Season & calendar,bolets de primavera catalunya,ca,0,3,0,12.7,5,5,True,page 1 (4-10),/bolets-de-primavera,,"Push to top-3: internal links, snippet, answer-first block"
E Season & calendar,bolets d'hivern catalunya,ca,0,2,0,14,12,12,False,striking (11-20),/bolets-d-hivern,,"Refresh page: title/H1 match, add section, links from hubs"
E Season & calendar,calendari boletaire,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets de tardor catalunya,ca,0,0,0,,4,4,True,page 1 (4-10),/bolets-de-tardor,,"Push to top-3: internal links, snippet, answer-first block"
